Area,City,Size (sq ft),Price ($)
Countryside,CityD,819,864993
Downtown,CityE,835,123439
Downtown,CityE,2598,457970
Seaside,CityB,673,504317
Countryside,CityB,4519,717064
Suburb,CityD,2141,837679
Downtown,CityA,1000,538133
Seaside,CityC,4146,454489
Countryside,CityB,2863,999355
Countryside,CityB,2356,969891
Suburb,CityA,3652,344361
Seaside,CityA,2396,835922
Countryside,CityE,2218,534412
Downtown,CityC,2278,778929
Suburb,CityA,3557,797247
Seaside,CityB,3213,974403
Suburb,CityB,4328,548520
Downtown,CityD,1594,223299
Seaside,CityA,545,595644
Suburb,CityE,1945,525615
Uptown,CityC,2696,872443
Downtown,CityE,3701,911668
Downtown,CityB,955,585951
Downtown,CityE,2162,841230
Uptown,CityB,3424,476823
Uptown,CityB,1465,591969
Countryside,CityB,2028,180570
Suburb,CityB,3476,720909
Countryside,CityB,3571,371586
Suburb,CityD,3021,418581
Uptown,CityE,1626,880699
Uptown,CityD,3904,440323
Countryside,CityD,4992,828606
Seaside,CityA,2843,793920
Countryside,CityA,606,551286
Suburb,CityA,3077,535643
Countryside,CityC,3654,688845
Downtown,CityA,4883,697040
Suburb,CityE,4553,308320
Suburb,CityD,714,301513
Seaside,CityE,4939,672822
Uptown,CityA,4789,466447
Suburb,CityC,4753,259002
Uptown,CityC,964,844402
Countryside,CityD,2872,477431
Downtown,CityE,1091,893720
Seaside,CityB,2688,209570
Uptown,CityE,1383,981979
Suburb,CityA,4658,622699
Uptown,CityB,803,705410
Suburb,CityC,4991,816878
Uptown,CityD,833,132400
Suburb,CityD,3333,232639
Countryside,CityC,2831,672166
Suburb,CityA,579,148850
Suburb,CityC,4263,766495
Downtown,CityA,3331,965476
Suburb,CityB,2477,145113
Downtown,CityC,1232,158791
Seaside,CityA,4476,896116
Downtown,CityB,2317,979215
Countryside,CityC,1884,696015
Downtown,CityD,2624,969810
Seaside,CityC,1698,682840
Countryside,CityE,2792,239118
Uptown,CityC,4717,629222
Uptown,CityE,684,802166
Downtown,CityB,4627,363498
Downtown,CityC,1497,729065
Seaside,CityB,2486,719640
Seaside,CityB,3309,354164
Suburb,CityA,2857,153046
Seaside,CityB,2179,473242
Suburb,CityB,3539,689352
Countryside,CityC,3011,419328
Downtown,CityC,4027,758323
Countryside,CityD,3526,127424
Seaside,CityA,3245,835399
Countryside,CityB,4673,758402
Countryside,CityA,3081,598493
Countryside,CityE,4703,369283
Seaside,CityB,3311,373370
Countryside,CityA,4590,467378
Suburb,CityD,869,573514
Seaside,CityD,4243,445796
Countryside,CityB,2504,793468
Seaside,CityE,2203,694935
Uptown,CityD,3824,692905
Suburb,CityD,940,260887
Countryside,CityE,3757,797590
Uptown,CityA,3406,294444
Uptown,CityD,726,869244
Seaside,CityC,2901,809380
Uptown,CityD,1524,576665
Suburb,CityA,3991,248537
Suburb,CityA,4756,501210
Downtown,CityB,1370,627819
Suburb,CityC,3699,764703
Uptown,CityA,2245,552282
Suburb,CityE,943,854380
Seaside,CityC,972,456455
Downtown,CityC,579,847662
Uptown,CityE,739,182124
Downtown,CityD,1089,581920
Uptown,CityE,1860,800149
Seaside,CityE,2384,668357
Downtown,CityD,2816,857758
Countryside,CityD,4930,318474
Uptown,CityD,811,746195
Countryside,CityD,1576,880288
Downtown,CityD,533,188074
Countryside,CityE,2341,208345
Countryside,CityB,4981,317834
Downtown,CityB,748,556319
Seaside,CityA,1634,551797
Countryside,CityB,875,577154
Countryside,CityB,1223,154203
Seaside,CityE,2413,246162
Countryside,CityD,4797,640203
Countryside,CityD,2992,927909
Countryside,CityE,2442,288059
Suburb,CityB,4504,580263
Seaside,CityE,2844,478884
Countryside,CityA,1831,222217
Seaside,CityD,837,246101
Uptown,CityC,2365,851727
Uptown,CityA,3637,189067
Countryside,CityA,1291,153520
Seaside,CityE,4111,170053
Seaside,CityB,4200,151464
Seaside,CityD,2016,253033
Suburb,CityC,4453,911789
Uptown,CityA,4408,232316
Seaside,CityC,3173,167952
Seaside,CityB,2622,148061
Suburb,CityB,4285,892922
Suburb,CityC,558,614072
Seaside,CityD,2933,617071
Downtown,CityB,2562,701507
Seaside,CityC,1754,892271
Seaside,CityA,4188,124992
Suburb,CityC,4248,737442
Suburb,CityC,4630,354166
Seaside,CityE,4757,276010
Seaside,CityB,3529,879375
Seaside,CityD,3346,418393
Suburb,CityD,970,727601
Seaside,CityE,4535,412878
Seaside,CityD,3399,802440
Countryside,CityC,1946,305532
Downtown,CityE,4943,749914
Uptown,CityA,1412,910692
Downtown,CityB,4742,814967
Countryside,CityB,2211,161852
Uptown,CityB,1174,128380
Seaside,CityC,1939,577563
Countryside,CityA,3234,171257
Seaside,CityE,4130,272263
Suburb,CityE,1185,367074
Countryside,CityB,1626,613279
Suburb,CityA,4716,804914
Countryside,CityA,2966,843847
Countryside,CityA,2897,416161
Suburb,CityD,4637,550514
Uptown,CityD,3938,870112
Downtown,CityB,4624,544605
Seaside,CityA,1465,828666
Countryside,CityA,1419,256597
Seaside,CityE,3372,575308
Suburb,CityE,2008,704918
Seaside,CityB,1712,823571
Suburb,CityA,1371,655568
Seaside,CityB,4890,748418
Downtown,CityE,3754,242312
Downtown,CityE,1363,562757
Downtown,CityD,4453,892976
Downtown,CityB,3608,813341
Downtown,CityB,3555,257908
Downtown,CityA,4494,376532
Suburb,CityA,3182,344335
Countryside,CityD,1113,625982
Seaside,CityC,2372,227727
Downtown,CityC,3654,974634
Suburb,CityC,3873,737345
Suburb,CityB,3691,623888
Suburb,CityB,1067,411438
Countryside,CityE,4633,663057
Seaside,CityB,744,532636
Countryside,CityB,520,475433
Uptown,CityB,893,202885
Suburb,CityD,4314,662143
Uptown,CityB,2555,756820
Downtown,CityA,4015,595407
Downtown,CityA,2875,671934
Countryside,CityE,2410,534468
Seaside,CityD,789,503051
Uptown,CityA,3058,213947
Seaside,CityD,860,110910
Countryside,CityD,2122,707045
Downtown,CityE,4814,584365
Seaside,CityD,4594,852249
Seaside,CityB,2953,859510
Downtown,CityD,2515,894895
Uptown,CityE,2540,244408
Downtown,CityE,2544,650822
Seaside,CityE,3300,757729
Uptown,CityA,3470,518597
Uptown,CityB,1331,998728
Downtown,CityA,2293,447238
Seaside,CityC,4192,974337
Countryside,CityB,2291,592402
Seaside,CityD,3341,589706
Suburb,CityE,2654,387551
Countryside,CityC,1080,948984
Uptown,CityB,3353,267011
Countryside,CityA,2736,716591
Uptown,CityE,4676,359153
Uptown,CityA,2655,519386
Countryside,CityB,1844,696196
Uptown,CityB,845,224506
Uptown,CityC,2386,384513
Suburb,CityD,1054,892332
Seaside,CityA,4270,140733
Seaside,CityC,4897,973668
Suburb,CityE,699,862129
Countryside,CityD,3440,755949
Downtown,CityC,3990,946476
Downtown,CityA,806,825959
Downtown,CityB,3575,971985
Suburb,CityE,2156,839270
Suburb,CityA,3192,450579
Uptown,CityD,2264,149008
Downtown,CityD,775,623343
Countryside,CityB,3861,691082
Countryside,CityB,1901,179134
Downtown,CityE,2275,415034
Downtown,CityE,3881,477403
Downtown,CityB,4550,534720
Suburb,CityB,3960,546590
Suburb,CityD,2380,391548
Suburb,CityB,4335,427367
Seaside,CityC,4778,887069
Countryside,CityA,2344,845512
Countryside,CityB,3877,465330
Uptown,CityE,571,377972
Suburb,CityC,2176,284616
Seaside,CityE,1795,584948
Seaside,CityC,1543,726264
Countryside,CityB,3125,669385
Suburb,CityA,3542,737559
Uptown,CityE,1314,918454
Suburb,CityC,2694,656490
Downtown,CityD,4000,128704
Suburb,CityB,809,191411
Downtown,CityA,2561,753976
Downtown,CityB,4727,647929
Uptown,CityD,2377,399623
Countryside,CityA,3302,309843
Suburb,CityD,2986,908459
Downtown,CityB,4245,405056
Suburb,CityC,1294,606313
Countryside,CityB,4514,470371
Countryside,CityB,4853,585774
Seaside,CityB,3907,302546
Countryside,CityE,2956,228773
Uptown,CityD,2351,209658
Downtown,CityD,1474,666980
Seaside,CityD,1547,723172
Uptown,CityE,4866,656497
Suburb,CityC,4737,812923
Downtown,CityB,4289,943170
Countryside,CityC,3521,399386
Downtown,CityE,4869,207966
Suburb,CityD,4529,793187
Seaside,CityB,964,277297
Seaside,CityA,787,792456
Seaside,CityA,3695,805906
Countryside,CityC,1375,952889
Uptown,CityD,2492,491401
Uptown,CityA,3425,430453
Downtown,CityC,1620,710784
Countryside,CityE,946,785628
Seaside,CityC,3332,840714
Seaside,CityC,4068,860397
Suburb,CityC,3396,210078
Suburb,CityB,1221,888297
Seaside,CityC,2663,196242
Seaside,CityC,3082,915319
Countryside,CityB,1851,543092
Uptown,CityB,4480,982479
Suburb,CityE,3884,788839
Uptown,CityD,2225,228863
Countryside,CityA,1193,140478
Seaside,CityA,3913,259574
Uptown,CityC,994,875128
Seaside,CityE,1447,998182
Seaside,CityC,522,375538
Downtown,CityA,1628,329766
Uptown,CityB,1057,764622
Uptown,CityD,2116,104487
Seaside,CityE,4230,782701
Countryside,CityB,2156,358432
Downtown,CityD,4673,208924
Seaside,CityE,1306,885484
Suburb,CityE,3812,506786
Suburb,CityA,953,681556
Downtown,CityB,3475,129605
Countryside,CityE,2824,695890
Seaside,CityE,1947,782083
Uptown,CityD,3061,300180
Downtown,CityA,3011,964638
Countryside,CityC,3371,193375
Uptown,CityA,862,541923
Suburb,CityC,3954,804388
Suburb,CityB,3298,980369
Uptown,CityB,3953,681209
Downtown,CityE,3755,422904
Suburb,CityB,1717,765609
Seaside,CityE,1985,692135
Uptown,CityA,2603,721835
Uptown,CityB,3036,405983
Suburb,CityA,2355,860437
Downtown,CityA,1707,663961
Seaside,CityB,1948,627930
Downtown,CityA,2007,607866
Countryside,CityB,1503,413905
Countryside,CityB,1425,633910
Suburb,CityB,583,148423
Suburb,CityC,4242,667161
Suburb,CityA,4427,859904
Countryside,CityD,2042,147565
Downtown,CityB,1485,763166
Downtown,CityA,4731,887189
Suburb,CityE,1408,585462
Seaside,CityB,3408,106220
Downtown,CityB,3237,994840
Countryside,CityD,3086,716139
Uptown,CityC,1643,810114
Uptown,CityC,1831,979761
Uptown,CityB,3848,227636
Seaside,CityA,2053,600846
Suburb,CityE,2842,515721
Countryside,CityE,2306,914720
Seaside,CityA,2600,698780
Countryside,CityB,1305,381253
Countryside,CityE,4647,873416
Suburb,CityC,3275,496713
Uptown,CityA,571,157326
Suburb,CityD,527,109864
Seaside,CityB,968,848877
Seaside,CityA,4483,449706
Seaside,CityE,1263,174310
Suburb,CityB,1924,481598
Countryside,CityC,2748,343415
Countryside,CityB,4332,907449
Downtown,CityB,4560,495037
Seaside,CityC,4570,674625
Countryside,CityC,2175,538701
Downtown,CityB,1059,183557
Countryside,CityC,4974,287460
Seaside,CityA,4331,110372
Uptown,CityC,2418,599900
Seaside,CityC,578,200050
Suburb,CityB,4147,980370
Countryside,CityA,1531,433477
Countryside,CityD,2572,378427
Suburb,CityD,1984,140857
Suburb,CityE,2745,938204
Uptown,CityC,2050,815030
Countryside,CityC,2329,828493
Countryside,CityA,4251,195856
Uptown,CityD,2531,524477
Downtown,CityE,4959,812514
Uptown,CityA,4356,892539
Seaside,CityC,2682,322368
Countryside,CityD,4969,921993
Suburb,CityE,2594,307746
Seaside,CityB,4403,790628
Countryside,CityD,3532,524824
Uptown,CityE,2048,637426
Seaside,CityA,867,530909
Countryside,CityB,564,880985
Downtown,CityE,3799,838360
Downtown,CityE,2535,748431
Suburb,CityC,3363,776608
Countryside,CityD,2376,333829
Downtown,CityC,2728,905064
Uptown,CityB,1096,147547
Countryside,CityE,4106,374244
Uptown,CityC,3174,410074
Uptown,CityD,4389,307977
Downtown,CityB,4006,939457
Countryside,CityA,2334,569092
Seaside,CityC,1895,178944
Downtown,CityB,2086,544056
Downtown,CityA,611,715929
Countryside,CityC,952,721208
Countryside,CityB,3303,666650
Uptown,CityB,3131,591592
Countryside,CityC,2686,915042
Uptown,CityB,4848,990766
Downtown,CityE,2504,776355
Suburb,CityC,1959,369861
Seaside,CityB,2442,309939
Downtown,CityA,3993,310544
Countryside,CityA,2357,688310
Seaside,CityE,561,284740
Suburb,CityC,1994,151645
Suburb,CityB,1680,915982
Uptown,CityB,3288,579367
Seaside,CityA,2375,665156
Uptown,CityE,2708,198039
Downtown,CityA,605,277452
Seaside,CityA,1654,498944
Downtown,CityE,3928,394944
Uptown,CityC,4587,635174
Seaside,CityB,2208,572830
Uptown,CityC,3323,300981
Seaside,CityD,4425,278308
Uptown,CityD,2408,670093
Suburb,CityD,2549,918964
Uptown,CityE,4964,212765
Suburb,CityA,1774,128688
Uptown,CityC,1445,385233
Seaside,CityB,4404,549158
Seaside,CityD,2727,657873
Seaside,CityC,4296,814364
Countryside,CityD,792,350322
Downtown,CityD,2722,350483
Seaside,CityB,4473,102438
Suburb,CityE,2991,455239
Seaside,CityA,2975,516428
Countryside,CityE,4229,805722
Suburb,CityC,927,565393
Countryside,CityE,3472,248055
Suburb,CityC,606,900458
Uptown,CityC,4119,482312
Downtown,CityA,3833,937430
Downtown,CityB,4492,617951
Countryside,CityA,1725,943445
Downtown,CityE,4504,151039
Countryside,CityC,4750,805191
Countryside,CityD,3868,578388
Countryside,CityD,1395,789963
Downtown,CityC,4405,730734
Countryside,CityA,2120,984884
Downtown,CityB,4363,506321
Countryside,CityA,2792,331120
Seaside,CityC,1885,429326
Countryside,CityC,4399,676435
Suburb,CityB,4092,876691
Countryside,CityE,2933,699688
Uptown,CityE,3306,670722
Countryside,CityB,3883,126515
Suburb,CityE,1801,320370
Suburb,CityD,1258,682289
Downtown,CityE,1246,813757
Seaside,CityE,1092,816775
Countryside,CityE,3386,471735
Downtown,CityD,4611,324215
Seaside,CityE,1568,932210
Countryside,CityD,3807,786301
Uptown,CityB,1202,590073
Countryside,CityA,604,720137
Suburb,CityB,1997,989515
Suburb,CityA,4333,534171
Uptown,CityB,895,309637
Downtown,CityA,4017,987708
Seaside,CityA,3153,419052
Countryside,CityC,3791,557283
Suburb,CityA,2510,349708
Downtown,CityA,4381,548912
Uptown,CityC,2488,980480
Suburb,CityE,2168,307748
Uptown,CityE,1551,347387
Countryside,CityC,3341,770207
Seaside,CityD,4084,802551
Suburb,CityA,847,920688
Suburb,CityA,1763,521990
Countryside,CityC,3242,751631
Downtown,CityC,2573,633415
Seaside,CityD,3648,218251
Suburb,CityE,1851,783565
Seaside,CityB,3321,863570
Suburb,CityE,4327,593322
Seaside,CityA,1169,967595
Uptown,CityC,3146,289836
Suburb,CityD,766,726112
Seaside,CityE,1938,662952
Downtown,CityD,3193,156795
Uptown,CityE,1522,221729
Uptown,CityA,2537,787693
Downtown,CityB,1064,344620
Seaside,CityD,1559,136079
Countryside,CityD,1924,184225
Downtown,CityB,4623,648547
Seaside,CityD,719,388715
Downtown,CityD,905,151119
Downtown,CityE,2137,370153
Suburb,CityE,2818,210210
Seaside,CityB,2259,603747
Countryside,CityA,2174,423973
Suburb,CityD,1291,400374
Downtown,CityA,4082,211364
Downtown,CityB,1809,418193
Downtown,CityB,4333,463906
Seaside,CityE,4912,485417
Seaside,CityD,1830,481610
Suburb,CityC,4946,791858
Countryside,CityB,1010,743341
Suburb,CityD,3072,533531
Uptown,CityA,4429,981450
Downtown,CityE,991,919227
Downtown,CityA,2117,738100
Downtown,CityB,2556,709699
Suburb,CityB,2020,401335
Suburb,CityA,2083,285525
Downtown,CityB,2075,112453
Suburb,CityD,4446,220848
Seaside,CityB,2261,543541
Seaside,CityE,2491,674281
Suburb,CityD,3679,472924
Downtown,CityC,3826,145706
Suburb,CityB,1546,623324
Suburb,CityB,3392,608197
Suburb,CityE,3113,273889
Uptown,CityE,4392,715722
Seaside,CityA,4644,811070
Countryside,CityA,961,675087
Countryside,CityA,4931,743874
Uptown,CityE,1881,160964
Suburb,CityA,1645,546894
Uptown,CityA,4015,302222
Uptown,CityC,4954,459523
Downtown,CityA,692,815798
Seaside,CityB,4034,734275
Countryside,CityE,1255,948358
Suburb,CityD,2184,628089
Countryside,CityC,3025,534264
Countryside,CityE,1327,926576
Seaside,CityE,1389,980910
Countryside,CityB,2955,765508
Countryside,CityA,2833,212364
Uptown,CityB,610,969251
Seaside,CityA,1292,775221
Downtown,CityA,3143,554933
Suburb,CityE,3914,253552
Countryside,CityA,1809,118637
Suburb,CityC,796,931053
Downtown,CityC,2129,553520
Suburb,CityC,1068,671719
Downtown,CityE,4611,724225
Uptown,CityB,571,418316
Countryside,CityD,4865,125437
Downtown,CityA,4882,501365
Suburb,CityD,565,507887
Countryside,CityB,1379,596221
Uptown,CityB,567,123119
Countryside,CityE,1716,801477
Downtown,CityC,3527,330389
Uptown,CityC,3739,509495
Suburb,CityB,3980,955267
Uptown,CityE,1007,330882
Uptown,CityE,4214,357157
Seaside,CityA,3384,576113
Uptown,CityC,1625,685093
Uptown,CityB,1385,118201
Countryside,CityD,3341,357636
Suburb,CityC,4377,128634
Countryside,CityA,3025,504042
Countryside,CityE,1425,448965
Downtown,CityB,4715,605341
Countryside,CityC,2438,407919
Seaside,CityD,4314,488690
Seaside,CityA,3862,214090
Downtown,CityA,3732,698964
Suburb,CityC,4244,106798
Suburb,CityD,3965,608377
Countryside,CityA,940,559319
Countryside,CityB,4111,701448
Countryside,CityA,961,177751
Suburb,CityD,1111,282482
Uptown,CityE,3971,403032
Seaside,CityE,3663,411191
Uptown,CityC,505,471784
Uptown,CityD,4470,464758
Suburb,CityA,3358,145955
Uptown,CityA,3106,343465
Downtown,CityE,598,789224
Countryside,CityE,1025,572334
Downtown,CityB,1680,709778
Seaside,CityE,2189,401409
Countryside,CityB,1638,670601
Uptown,CityA,4991,144350
Seaside,CityB,3571,246450
Countryside,CityB,3427,995600
Uptown,CityC,3292,349406
Downtown,CityE,514,872467
Countryside,CityB,2915,300887
Uptown,CityA,3185,914356
Downtown,CityD,3400,969025
Seaside,CityB,1736,107312
Seaside,CityE,4600,916785
Seaside,CityC,3720,213744
Seaside,CityA,2107,331745
Suburb,CityC,4063,317522
Countryside,CityD,3797,378336
Countryside,CityB,3133,772810
Suburb,CityB,4390,760792
Uptown,CityE,4764,288297
Uptown,CityB,3308,982980
Seaside,CityA,1291,198991
Downtown,CityD,1499,178711
Uptown,CityC,651,820964
Downtown,CityD,3563,765655
Countryside,CityB,2591,106774
Downtown,CityC,4582,739395
Countryside,CityE,4526,767550
Suburb,CityD,3477,524502
Suburb,CityC,1342,831685
Seaside,CityC,4946,328552
Uptown,CityC,4293,696715
Seaside,CityA,2570,187513
Countryside,CityD,2159,426158
Seaside,CityC,1097,851247
Downtown,CityD,3013,306924
Countryside,CityC,4635,941688
Suburb,CityE,4770,883837
Uptown,CityE,4103,873940
Countryside,CityE,1716,723031
Countryside,CityB,2791,289702
Downtown,CityC,4311,346968
Uptown,CityB,1431,977622
Suburb,CityD,2638,938147
Countryside,CityB,4502,107466
Countryside,CityD,3478,881863
Downtown,CityD,4392,904069
Seaside,CityD,3418,492568
Suburb,CityB,3064,168745
Uptown,CityC,2263,660605
Countryside,CityB,2670,805126
Countryside,CityC,835,234150
Suburb,CityC,1676,857154
Seaside,CityD,3521,627831
Countryside,CityB,1278,484934
Suburb,CityC,1685,587843
Downtown,CityE,3785,151052
Seaside,CityC,3947,646352
Uptown,CityE,4491,696575
Countryside,CityB,2970,704730
Suburb,CityB,1438,744838
Downtown,CityB,4506,576848
Uptown,CityC,2435,114425
Suburb,CityA,1133,413625
Suburb,CityC,1753,177347
Uptown,CityC,1582,576330
Downtown,CityD,2643,696605
Downtown,CityD,1785,616066
Seaside,CityC,853,580042
Countryside,CityE,2385,150530
Uptown,CityD,2318,443243
Uptown,CityC,3020,388032
Uptown,CityA,4508,782851
Downtown,CityE,3522,608653
Countryside,CityB,3084,777036
Seaside,CityC,2047,427980
Suburb,CityC,4518,268535
Suburb,CityE,4704,996910
Uptown,CityD,1868,935422
Countryside,CityD,3837,710832
Downtown,CityD,2257,687915
Countryside,CityB,2017,513437
Countryside,CityE,3984,870325
Downtown,CityE,4185,850230
Uptown,CityD,3552,602270
Countryside,CityD,3196,228345
Suburb,CityA,690,579053
Downtown,CityA,1432,697131
Seaside,CityC,4737,129251
Uptown,CityC,3738,539802
Downtown,CityE,2715,855053
Seaside,CityE,1065,698706
Seaside,CityB,1634,939052
Countryside,CityB,1243,634328
Countryside,CityA,1172,276950
Countryside,CityC,3411,499185
Downtown,CityA,1030,113162
Downtown,CityA,3521,689723
Uptown,CityC,1061,361989
Countryside,CityB,801,742792
Seaside,CityC,4267,436811
Suburb,CityD,4780,490802
Uptown,CityD,1009,629325
Downtown,CityD,3945,422670
Uptown,CityE,2703,974346
Uptown,CityB,3334,245765
Uptown,CityB,1294,619405
Uptown,CityE,2979,978594
Suburb,CityA,2023,159090
Countryside,CityD,2694,689848
Seaside,CityD,3028,499178
Uptown,CityA,934,590167
Uptown,CityC,2538,451696
Uptown,CityC,2206,378588
Countryside,CityB,568,402587
Downtown,CityE,2404,771866
Downtown,CityB,4459,531600
Suburb,CityC,3451,609090
Downtown,CityA,3213,459373
Uptown,CityB,3869,474458
Uptown,CityD,4227,613062
Uptown,CityD,2904,648536
Suburb,CityA,3825,539378
Uptown,CityC,4046,798050
Downtown,CityD,2803,489665
Countryside,CityD,4181,868112
Countryside,CityE,3721,168008
Seaside,CityB,4874,946741
Downtown,CityC,1582,143237
Uptown,CityB,945,370248
Countryside,CityC,2092,707518
Downtown,CityD,3275,452410
Countryside,CityE,4316,659268
Uptown,CityB,3553,885345
Countryside,CityD,2090,699278
Seaside,CityC,2731,270632
Seaside,CityB,2061,371698
Countryside,CityB,4772,977481
Downtown,CityD,4146,600223
Downtown,CityB,3738,277059
Downtown,CityE,2100,786345
Countryside,CityE,2556,148167
Downtown,CityD,4831,347605
Uptown,CityC,1209,795788
Seaside,CityD,3471,429382
Uptown,CityE,3232,346150
Downtown,CityA,1293,818083
Uptown,CityA,3599,117038
Downtown,CityB,3355,515435
Countryside,CityB,526,913829
Uptown,CityA,3767,174491
Countryside,CityE,584,653890
Countryside,CityB,3601,678759
Suburb,CityD,1622,817510
Downtown,CityD,511,983513
Seaside,CityE,2248,647404
Downtown,CityB,3609,368818
Seaside,CityD,2376,510685
Downtown,CityB,3119,367590
Countryside,CityB,679,224809
Uptown,CityD,1296,907192
Uptown,CityA,4313,626251
Suburb,CityD,2524,470425
Seaside,CityE,3717,831362
Seaside,CityC,1386,782622
Seaside,CityD,2968,629465
Countryside,CityB,3887,111160
Seaside,CityB,2019,465020
Uptown,CityD,2932,107543
Countryside,CityC,1416,993643
Downtown,CityD,2570,663566
Seaside,CityC,4476,841195
Seaside,CityC,2281,248293
Downtown,CityE,838,496539
Seaside,CityB,2016,938537
Downtown,CityB,3370,338913
Countryside,CityC,4082,438295
Uptown,CityB,1414,880268
Downtown,CityA,3790,429112
Suburb,CityC,1946,861319
Downtown,CityB,1879,950262
Seaside,CityA,1983,960399
Countryside,CityE,2574,239402
Countryside,CityB,1300,275225
Downtown,CityA,1746,895043
Uptown,CityD,3237,376016
Suburb,CityD,3995,935887
Countryside,CityA,3757,921362
Seaside,CityC,4377,958454
Seaside,CityC,1481,162714
Uptown,CityB,2976,749194
Countryside,CityD,2588,470866
Downtown,CityC,3452,953136
Seaside,CityC,1511,100415
Uptown,CityD,3964,700729
Countryside,CityE,3250,736024
Countryside,CityC,2626,695067
Countryside,CityA,4361,847916
Countryside,CityB,3091,974876
Countryside,CityC,1973,204448
Seaside,CityC,3021,372032
Uptown,CityE,1665,276371
Countryside,CityA,3822,224790
Suburb,CityB,1109,683053
Suburb,CityC,2683,293786
Uptown,CityB,3031,115935
Downtown,CityD,3361,959434
Downtown,CityC,2155,442775
Downtown,CityC,2255,625608
Suburb,CityD,545,408176
Downtown,CityE,1759,702051
Seaside,CityC,3732,400146
Countryside,CityB,1951,538054
Suburb,CityA,2618,663200
Uptown,CityB,3067,362696
Uptown,CityE,2492,644428
Countryside,CityA,3623,185591
Suburb,CityB,2840,279809
Downtown,CityB,1988,657655
Downtown,CityD,2073,311706
Seaside,CityE,2927,648349
Seaside,CityD,2266,458734
Downtown,CityA,4049,928556
Uptown,CityD,2809,584331
Uptown,CityE,2904,495198
Seaside,CityC,1942,992566
Countryside,CityC,2476,922197
Downtown,CityA,4473,444750
Seaside,CityC,2990,982854
Seaside,CityD,1225,734198
Downtown,CityA,4303,941113
Downtown,CityE,4881,948781
Uptown,CityA,4327,724351
Countryside,CityA,4119,163474
Countryside,CityB,3387,784873
Downtown,CityB,997,909024
Suburb,CityA,4476,474340
Seaside,CityC,1204,910050
Seaside,CityB,4627,151632
Downtown,CityE,4181,508625
Suburb,CityD,4638,109529
Uptown,CityB,2416,648442
Downtown,CityA,1874,132882
Downtown,CityC,2345,669205
Seaside,CityD,1936,706776
Downtown,CityB,3590,639989
Downtown,CityC,1870,306353
Downtown,CityC,2428,845231
Seaside,CityC,2136,692513
Uptown,CityA,591,807852
Uptown,CityE,2343,102988
Downtown,CityC,684,135919
Seaside,CityD,2071,603239
Uptown,CityB,1331,803786
Uptown,CityD,4940,807527
Uptown,CityA,2625,109013
Seaside,CityA,4762,532329
Seaside,CityD,763,758934
Downtown,CityE,1786,853376
Countryside,CityA,2029,107838
Uptown,CityA,2308,131368
Countryside,CityD,2377,656516
Seaside,CityA,2249,347368
Seaside,CityE,2409,408241
Seaside,CityE,3123,286845
Countryside,CityE,1697,508039
Seaside,CityB,2978,778870
Downtown,CityE,3010,229802
Seaside,CityE,600,924765
Suburb,CityB,3587,366579
Countryside,CityC,2419,924850
Suburb,CityA,2791,157955
Seaside,CityE,3820,421651
Downtown,CityA,604,151033
Uptown,CityD,1193,841449
Seaside,CityA,3740,959404
Downtown,CityB,3991,726300
Countryside,CityA,3892,147219
Suburb,CityA,2768,789837
Suburb,CityA,4283,582996
Suburb,CityC,4012,798081
Countryside,CityC,1389,298300
Downtown,CityD,1289,508739
Countryside,CityB,1158,656614
Suburb,CityA,1518,474770
Seaside,CityA,2453,273277
Uptown,CityA,1690,953167
Countryside,CityA,4206,466540
Countryside,CityC,4157,116375
Downtown,CityD,2796,233783
Downtown,CityE,1274,371326
Countryside,CityB,3311,717465
Suburb,CityA,1880,719354
Uptown,CityD,3682,974580
Downtown,CityE,4829,534166
Suburb,CityD,3597,990238
Seaside,CityC,1904,243992
Downtown,CityE,4301,646432
Suburb,CityD,1869,220270
Suburb,CityC,2564,839778
Uptown,CityD,2792,757925
Uptown,CityD,3265,188909
Seaside,CityE,3317,547158
Suburb,CityC,1216,301632
Suburb,CityA,4540,754949
Uptown,CityB,2211,395943
Downtown,CityE,1725,559993
Downtown,CityC,508,134510
Countryside,CityD,1097,597229
Uptown,CityC,4618,187919
Countryside,CityB,2108,213043
Uptown,CityB,3531,832726
Seaside,CityA,4167,522191
Suburb,CityA,2746,415386
Seaside,CityB,4126,146546
Uptown,CityE,4571,585303
Suburb,CityE,3322,778627
Downtown,CityD,591,580265
Downtown,CityA,1350,956371
Countryside,CityD,1607,891329
Uptown,CityA,799,231235
Uptown,CityB,2843,332686
Downtown,CityE,1977,414684
Seaside,CityE,1582,576131
Suburb,CityB,3456,344367
Seaside,CityD,3418,916462
Seaside,CityD,1865,155313
Downtown,CityC,3300,129870
Downtown,CityA,4036,224703
Downtown,CityD,4451,522698
Countryside,CityB,2609,419399
Seaside,CityD,1275,978839
Uptown,CityE,1952,742240
Suburb,CityA,2181,558146
Countryside,CityC,2803,543716
Uptown,CityA,2351,884689
Seaside,CityE,2397,561003
Downtown,CityE,3918,995828
Seaside,CityE,4097,385818
Suburb,CityE,1827,879833
Countryside,CityB,1114,761950
Countryside,CityC,744,402570
Suburb,CityE,1256,149584
Uptown,CityE,1323,843023
Uptown,CityD,3327,793375
Countryside,CityC,4307,697539
Countryside,CityA,3279,169353
Downtown,CityC,2346,981461
